Artist,LeadArtistId
"Syn Cole, Graham Candy",4647
PVRIS,4820
"Matoma, Brando",5211
"Shawn Wasabi, kennedi",5238
Max Styler,5611
Micah Tyler,5612
Domino Saints,5763
"Trouble, 2 Chainz",12914
Jhyve,23999
"Whethan, bülow",64548
"070 Shake, Zookëper",71390
LIFE Worship,93496
La-33,103274
Habstrakt,103799
Sonyk El Dragón,108683
Welshly Arms,128458
"SLANDER, William Black",131298
The Treble,136939
"Ghastly, Micah Martin",160020
The Washboard Union,166161
"Riot Ten, Whales, Megan Stokes",167451
Local Sound,170064
Chris Renzema,174907
Alex Newell,189038
JoJo,206836
Jonathan McReynolds,208936
"Shallou, Daya, Felix Cartal",209303
"T-Pain, Chris Brown",209507
Philip Sayce,209610
"grandson, phem",215304
"YoungBoy Never Broke Again, DaBaby",215373
Boris Brejcha,216942
Gavin Haley,217098
Yung Tory,297717
"Julian Lamadrid, Petey Martin",299491
Mosaic MSC,311803
.gif,313193
"Souly Had, Melii",321366
"Astrocolor, Adrian Chalifour",375984
Makano,401459
"Loote, Travis Barker, Captain Cuts, Home Alone",433681
Lennon Stella,435498
"SEU Worship, Dan Rivera",486860
delush,505792
Midnight Kids,514242
Eric Ethridge,526007
Chloe Lilac,530768
Kali Claire,537949
"Leven Kali, Ty Dolla $ign",548070
OTR,602695
Kailee Morgue,653821
"HOSH, 1979, Jalja, Henrik Schwarz",686379
LB SPIFFY,781652
Malia Civetz,783473
Moonga K.,807252
"Kofi, Rodney",899850
"Kina, Au/Ra",902878
Kosling,924840
Taylor Janzen,1102765
chloe moriondo,1134948
"Lil Gotit, Future, Lil Keed",1328297
Runaway Nuns,1333985
Stunna 4 Vegas,1366399
"Chill Chicos, trashi",1377517
"Fivio Foreign, Lil Tjay",1455972
"Fivio Foreign, Meek Mill",1455972
"Louly, Shainny",1653698
D Andy,1655197
Alejandro Santamaria,1693516
We The Kingdom,1693754
"Lonr., 24kGoldn",1721085
LoveLeo,3413934
noelle,3567538
LASTMONDAY,3589089
